aiddata_id,year,donor,recipient,commitment_amount_usd_constant,coalesced_purpose_code,coalesced_purpose_name
97394016,2010,Japan,Philippines,163626,74010,Disaster prevention and preparedness
97390599,2010,Japan,Philippines,3697.94,74010,Disaster prevention and preparedness
97138991,2010,Japan,"Far East Asia, regional",9319.53,11220,Primary education
96272513,2010,Japan,Venezuela,1601.1,11110,Education policy & admin. management
96170568,2010,Japan,Guatemala,109083,11220,Primary education
97127255,2010,Japan,Ethiopia,37233.9,14040,River development
97583205,2010,Japan,Zambia,15205,31130,Agricultural land resources
97467442,2010,Japan,Thailand,5675.64,23030,Power generation/renewable sources
97239132,2010,Japan,Iraq,88.3368,14040,River development
95933926,2010,Sweden,Mongolia,889.074,12220,Basic health care
94692805,2010,Australia,"Bilateral, unspecified",4783220,15110,Public sector policy and adm. management
97311868,2010,Japan,Malaysia,110399,16020,Employment policy and admin. mgmt.
97628854,2010,Japan,Sudan,6503.79,32171,Engineering
97626195,2010,Japan,Samoa,14906.8,33110,Trade policy and admin. management
96110196,2010,Japan,Botswana,106100,12263,Tuberculosis control
97228534,2010,Japan,Iran,968690,31120,Agricultural development
96257800,2010,Japan,Thailand,98020.2,13040,Std control including hiv/aids
95878509,2010,Sweden,"Bilateral, unspecified",46072.8,99810,Sectors not specified
96140389,2010,Japan,Colombia,102162,11120,Education facilities and training
96410741,2010,Japan,Cameroon,20991,14040,River development
96343176,2010,Japan,Bhutan,172146,22010,Communications policy & admin. mgmt
95973840,2010,Sweden,Yemen,23515.1,43081,Multisector education/training
95974612,2010,Sweden,Zambia,343732,13040,Std control including hiv/aids
97196528,2010,Japan,Indonesia,51367.8,31120,Agricultural development
97324492,2010,Japan,Maldives,89661.8,12110,Health policy & admin. management
97331054,2010,Japan,Mauritius,21752.9,43010,Multisector aid
97387529,2010,Japan,Peru,56568.6,16010,Social/welfare services
97082823,2010,Japan,Dominican Republic,3643.89,41010,Environmental policy and admin. mgmt
97153949,2010,Japan,Ghana,224662,13020,Reproductive health care
96128365,2010,Japan,Chile,105637,16010,Social/welfare services
97119477,2010,Japan,El Salvador,8171.15,23010,Energy policy and admin. management
96287327,2010,Japan,Afghanistan,178749,11220,Primary education
96392784,2010,Japan,Burkina Faso,151553,31110,Agricultural policy & admin. mgmt
97373020,2010,Japan,Niue,9816.42,32110,Industrial policy & admin. mgmt
97352727,2010,Japan,Mongolia,26501,31210,Forestry policy & admin. management
96243807,2010,Japan,Serbia,49559.5,11120,Education facilities and training
95942088,2010,Sweden,Peru,90215.6,15150,Democratic participation and civil society
95962364,2010,Sweden,Timor-Leste,920179,15152,Legislatures and political parties
95961780,2010,Sweden,Thailand,62955.8,15150,Democratic participation and civil society
97304481,2010,Japan,Malawi,84692.9,31163,Livestock
97528350,2010,Japan,Uzbekistan,29217.4,11420,Higher education
97642037,2010,Japan,Brazil,47580.4,11430,Advanced tech. & managerial training
97380532,2010,Japan,Panama,7939.27,41030,Bio-diversity
96326709,2010,Japan,Bangladesh,153110,14031,Basic drinking water supply
97397899,2010,Japan,Samoa,68372.6,23010,Energy policy and admin. management
96240313,2010,Japan,Samoa,1590.06,11110,Education policy & admin. management
97351253,2010,Japan,Mongolia,1280.88,31110,Agricultural policy & admin. mgmt
97191644,2010,Japan,India,30074.4,74010,Disaster prevention and preparedness
94654676,2010,Australia,"Bilateral, unspecified",7377.79,41030,Bio-diversity
95895165,2010,Sweden,"Bilateral, unspecified",2648430,43040,Rural development
96205461,2010,Japan,Marshall Islands,108986,14050,Waste management/disposal
97525826,2010,Japan,Uruguay,1468.6,24010,Financial policy & admin. management
97056255,2010,Japan,"Congo, Dem. Rep.",19654.9,31210,Forestry policy & admin. management
97466575,2010,Japan,Thailand,7077.98,41010,Environmental policy and admin. mgmt
96281555,2010,Japan,Yemen,108633,11120,Education facilities and training
97302687,2010,Japan,Malawi,63447.9,11420,Higher education
97638075,2010,Japan,Cambodia,19566.6,15130,Legal and judicial development
97289933,2010,Japan,Laos,88.3368,32161,Agro-industries
97281416,2010,Japan,Laos,63083.5,11330,Vocational training
97634778,2010,Japan,Viet Nam,151266,11430,Advanced tech. & managerial training
97101323,2010,Japan,Egypt,14686,31110,Agricultural policy & admin. mgmt
96178862,2010,Japan,India,124455,11130,Teacher training
97515565,2010,Japan,Uganda,26986.9,21020,Road transport
97411872,2010,Japan,St. Kitts & Nevis,23718.4,14050,Waste management/disposal
97560061,2010,Japan,Viet Nam,2650.1,14050,Waste management/disposal
97648595,2010,Japan,Myanmar,21741.9,12191,Medical services
95937949,2010,Sweden,Niger,1944040,72010,Emergency/distress relief
97621232,2010,Japan,Nicaragua,14906.8,33110,Trade policy and admin. management
97056584,2010,Japan,"Congo, Dem. Rep.",57551.4,14040,River development
97374367,2010,Japan,Pakistan,508201,16010,Social/welfare services
95918621,2010,Sweden,Guatemala,3499.27,12220,Basic health care
95898051,2010,Sweden,"Bilateral, unspecified",17003900,31120,Agricultural development
97475485,2010,Japan,Timor-Leste,34959.3,15210,Security system management and reform
95891079,2010,Sweden,"Bilateral, unspecified",1639470,31310,Fishing policy and admin. management
97266763,2010,Japan,Kenya,299351,15210,Security system management and reform
97324242,2010,Japan,Maldives,11726.7,21040,Water transport
94859575,2010,Australia,Papua New Guinea,103289,31195,Livestock/veterinary services
97425317,2010,Japan,Syria,137231,22020,Telecommunications
96166309,2010,Japan,Georgia,38027,31194,Agricultural co-operatives
96225812,2010,Japan,Pakistan,478662,72050,Relief co-ordination; protection and support services
97145682,2010,Japan,Fiji,131042,74010,Disaster prevention and preparedness
96189332,2010,Japan,Jordan,89265.9,12191,Medical services
96110532,2010,Japan,Botswana,108434,13040,Std control including hiv/aids
96244185,2010,Japan,Sierra Leone,3272510,72010,Emergency/distress relief
97476118,2010,Japan,Timor-Leste,311895,31210,Forestry policy & admin. management
97357982,2010,Japan,Mozambique,6879.22,15110,Public sector policy and adm. management
96319200,2010,Japan,Argentina,15381.6,43040,Rural development
95930971,2010,Sweden,Mali,557291,73010,Reconstruction relief
95970214,2010,Sweden,Viet Nam,22032.5,15153,Media and free flow of information
95955573,2010,Sweden,"South of Sahara, regional",51069.9,99810,Sectors not specified
97112169,2010,Japan,El Salvador,270896,31110,Agricultural policy & admin. mgmt
94933654,2010,Australia,Timor-Leste,92222.4,31195,Livestock/veterinary services
97144601,2010,Japan,Fiji,148074,12110,Health policy & admin. management
95942572,2010,Sweden,Peru,8310.74,15220,"Civilian peace-building, conflict prevention and resolution"
94729975,2010,Australia,Fiji,47133.8,31192,Plant/post-harvest prot. & pest ctrl
97494590,2010,Japan,Tunisia,131379,24010,Financial policy & admin. management
96281847,2010,Japan,Yemen,106514,12191,Medical services
96215705,2010,Japan,Myanmar,243210,12230,Basic health infrastructure
94714431,2010,Australia,China,39776.6,13010,Population policy and admin. mgmt
96137085,2010,Japan,Colombia,108991,11120,Education facilities and training
97286803,2010,Japan,Laos,134846,31110,Agricultural policy & admin. mgmt
94914334,2010,Australia,South Africa,4806.92,31182,Agricultural research
95929742,2010,Sweden,Malawi,42768.9,99810,Sectors not specified
95885311,2010,Sweden,Argentina,5132.27,99810,Sectors not specified
96298195,2010,Japan,Algeria,75572.1,41010,Environmental policy and admin. mgmt
97501243,2010,Japan,Turkey,1165880,23010,Energy policy and admin. management
97277013,2010,Japan,Laos,37361.2,74010,Disaster prevention and preparedness
97461841,2010,Japan,Thailand,19124.9,12250,Infectious disease control
97480981,2010,Japan,Togo,33.1263,12110,Health policy & admin. management
97372571,2010,Japan,Nigeria,134537,24010,Financial policy & admin. management
95953106,2010,Sweden,"South of Sahara, regional",3136380,33130,Regional trade agreements    (rtas)
96248331,2010,Japan,Sri Lanka,40768.4,14030,Basic drinking water supply and basic sanitation
96237988,2010,Japan,Philippines,13769.5,16061,Culture and recreation
97193915,2010,Japan,Indonesia,36924.8,14050,Waste management/disposal
95961159,2010,Sweden,Tanzania,5702520,15160,Human rights
95947702,2010,Sweden,Somalia,1555.88,12220,Basic health care
97363591,2010,Japan,Namibia,34672.2,16010,Social/welfare services
96346730,2010,Japan,Bhutan,6621.38,74010,Disaster prevention and preparedness
96204959,2010,Japan,Mali,89569.3,21020,Road transport
95937316,2010,Sweden,Nicaragua,5715.48,43040,Rural development
97076355,2010,Japan,Djibouti,15779.2,16062,Statistical capacity building
95969934,2010,Sweden,Viet Nam,476316,15160,Human rights
96371420,2010,Japan,Bolivia,56800.5,15112,Decentralisation and support to subnational govt.
97398835,2010,Japan,Sao Tome & Principe,14266.4,16010,Social/welfare services
96089618,2010,Japan,Azerbaijan,98347.9,14031,Basic drinking water supply
96266675,2010,Japan,Ukraine,12422.4,16061,Culture and recreation
97637336,2010,Japan,Zimbabwe,14906.8,33110,Trade policy and admin. management
97319875,2010,Japan,Malaysia,3809.52,12110,Health policy & admin. management
96200971,2010,Japan,Madagascar,24502.4,16061,Culture and recreation
97235209,2010,Japan,Iraq,334807,16010,Social/welfare services
94953869,2010,Australia,Viet Nam,85575,31320,Fishery development
96148051,2010,Japan,Cuba,109084,41010,Environmental policy and admin. mgmt
97300178,2010,Japan,Madagascar,42743.9,21010,Transport policy & admin. management
95946195,2010,Sweden,Serbia,371960,41010,Environmental policy and admin. mgmt
96084521,2010,Japan,Angola,109060,31181,Agricultural education/training
94771148,2010,Australia,Indonesia,7217.7,31382,Fishery research
96273683,2010,Japan,Viet Nam,98816.5,21020,Road transport
94704541,2010,Australia,Cambodia,89374.6,31182,Agricultural research
96181415,2010,Japan,India,71777.1,11430,Advanced tech. & managerial training
94718127,2010,Australia,China,7377.79,72010,Emergency/distress relief
96360654,2010,Japan,"Bilateral, unspecified",1230630,11420,Higher education
95925482,2010,Sweden,Kenya,6901.34,99810,Sectors not specified
97293129,2010,Japan,Lesotho,33.1263,31210,Forestry policy & admin. management
96432441,2010,Japan,China,1608300,14040,River development
95958447,2010,Sweden,Sudan,222.269,12220,Basic health care
95967111,2010,Sweden,Ukraine,95766.5,15111,Public finance management
96244570,2010,Japan,Solomon Islands,92310.4,11120,Education facilities and training
97157237,2010,Japan,Ghana,2098,12110,Health policy & admin. management
95912664,2010,Sweden,Ecuador,14002.9,43081,Multisector education/training
97635550,2010,Japan,Viet Nam,612141,32210,Mineral/mining policy & admin. mgmt
96252699,2010,Japan,Tajikistan,102176,11120,Education facilities and training
95895775,2010,Sweden,"Bilateral, unspecified",15163.5,15160,Human rights
97213344,2010,Japan,Indonesia,1025270,16010,Social/welfare services
97329533,2010,Japan,Marshall Islands,58821.2,22010,Communications policy & admin. mgmt
97364512,2010,Japan,Nepal,21487.9,31150,Agricultural inputs
97334351,2010,Japan,Mexico,2252.59,32110,Industrial policy & admin. mgmt
95934310,2010,Sweden,Mozambique,540652,13040,Std control including hiv/aids
97624965,2010,Japan,Philippines,6172.53,24010,Financial policy & admin. management
95883018,2010,Sweden,"Africa, regional",9072190,32182,Technological research & development
97611411,2010,Japan,Laos,402959,32171,Engineering
97190827,2010,Japan,India,185397,31120,Agricultural development
96247571,2010,Japan,Sri Lanka,13275500,21020,Road transport
96042072,2010,Japan,"Africa, regional",104116,31110,Agricultural policy & admin. mgmt
96432652,2010,Japan,China,918636,16010,Social/welfare services
97390641,2010,Japan,Philippines,927.211,74010,Disaster prevention and preparedness
96302262,2010,Japan,"America, regional",51334.8,74010,Disaster prevention and preparedness
97354844,2010,Japan,Morocco,16331.3,14015,Water resources protection
96235671,2010,Japan,Peru,103650,11220,Primary education
97637437,2010,Japan,Zimbabwe,91108.3,11420,Higher education
97384891,2010,Japan,Paraguay,1155050,31110,Agricultural policy & admin. mgmt
97294327,2010,Japan,Liberia,12819.9,11330,Vocational training
96386832,2010,Japan,Brazil,87972.4,22030,Radio/television/print media
96157646,2010,Japan,El Salvador,106334,11220,Primary education
95960067,2010,Sweden,Tanzania,1361.74,12220,Basic health care
97627601,2010,Japan,South Africa,760414,32171,Engineering
97356921,2010,Japan,Mozambique,2536620,21020,Road transport
97302792,2010,Japan,Malawi,359111,12110,Health policy & admin. management
97086297,2010,Japan,Dominican Republic,324317,11220,Primary education
97143840,2010,Japan,Fiji,12102.1,16061,Culture and recreation
97088210,2010,Japan,Ecuador,3677.02,41030,Bio-diversity
95965192,2010,Sweden,Uganda,31206.5,99810,Sectors not specified
96208012,2010,Japan,Moldova,72997.3,12230,Basic health infrastructure
97062875,2010,Japan,Costa Rica,22448.6,31120,Agricultural development
97060998,2010,Japan,Costa Rica,15712.9,11330,Vocational training
97393857,2010,Japan,Philippines,27759.8,11420,Higher education
97462969,2010,Japan,Thailand,330512,31110,Agricultural policy & admin. mgmt
97169141,2010,Japan,Guinea-Bissau,17347.1,43010,Multisector aid
97450055,2010,Japan,Tanzania,12576.9,16062,Statistical capacity building
97258167,2010,Japan,Kenya,318730,43010,Multisector aid
97375072,2010,Japan,Pakistan,1275050,12110,Health policy & admin. management
96193481,2010,Japan,Kyrgyz Republic,89318.7,12230,Basic health infrastructure
96268958,2010,Japan,Uzbekistan,5094210,16063,Narcotics control
96271404,2010,Japan,Vanuatu,73718,14031,Basic drinking water supply
97310588,2010,Japan,Malaysia,54349.2,31195,Livestock/veterinary services
95968836,2010,Sweden,Viet Nam,2162.42,43081,Multisector education/training
95904356,2010,Sweden,Cambodia,518411,15112,Decentralisation and support to subnational govt.
97288771,2010,Japan,Laos,8767.42,31320,Fishery development
95919479,2010,Sweden,Guatemala,5184110,32130,Sme development
95901850,2010,Sweden,Bosnia-Herzegovina,108396,43040,Rural development
96444216,2010,Japan,China,26887.5,23010,Energy policy and admin. management
96268026,2010,Japan,Uruguay,4726.02,11120,Education facilities and training
96090496,2010,Japan,Azerbaijan,37300.2,11130,Teacher training
97544961,2010,Japan,Viet Nam,5510,12110,Health policy & admin. management
97370264,2010,Japan,Niger,5487.92,11330,Vocational training
97400372,2010,Japan,Senegal,32629.4,32161,Agro-industries
95914597,2010,Sweden,Eritrea,8281.61,99810,Sectors not specified
96327926,2010,Japan,Bangladesh,91041.2,74010,Disaster prevention and preparedness
97342998,2010,Japan,"Middle East, regional",15171.8,11330,Vocational training
95935453,2010,Sweden,Namibia,155965,43040,Rural development
96208819,2010,Japan,Mongolia,93657.8,14031,Basic drinking water supply
97047878,2010,Japan,Colombia,315252,31210,Forestry policy & admin. management
95889413,2010,Sweden,"Bilateral, unspecified",10238.6,15150,Democratic participation and civil society
96255050,2010,Japan,Tanzania,654502,21020,Road transport
97262848,2010,Japan,Kenya,120889,31120,Agricultural development
95959517,2010,Sweden,Tajikistan,1399.71,99810,Sectors not specified
97618647,2010,Japan,Mongolia,2009.66,11120,Education facilities and training
96371347,2010,Japan,Bolivia,141880,13020,Reproductive health care
97578591,2010,Japan,Zambia,6316.08,16010,Social/welfare services
97381312,2010,Japan,Papua New Guinea,36902.7,31310,Fishing policy and admin. management
96294366,2010,Japan,"Africa, regional",378589,23030,Power generation/renewable sources
97334211,2010,Japan,Mexico,60621.1,16010,Social/welfare services
97375765,2010,Japan,Pakistan,47473.2,72050,Relief co-ordination; protection and support services
97584179,2010,Japan,Zimbabwe,16408.6,11110,Education policy & admin. management
95914847,2010,Sweden,Ethiopia,26127.9,43081,Multisector education/training
95921261,2010,Sweden,Honduras,4199.13,99810,Sectors not specified
96337856,2010,Japan,Benin,59296,22010,Communications policy & admin. mgmt
97108623,2010,Japan,Egypt,67765.3,32110,Industrial policy & admin. mgmt
96180978,2010,Japan,India,33706.9,11320,Secondary education
95978735,2010,Sweden,Armenia,174575,23010,Energy policy and admin. management
97571349,2010,Japan,Yemen,37388.5,14021,Water supply - large systems
97062530,2010,Japan,Costa Rica,65623.2,25010,Business support services & institutions
95909863,2010,Sweden,"Congo, Dem. Rep.",690811,15150,Democratic participation and civil society
97367188,2010,Japan,Nicaragua,79723.9,16010,Social/welfare services
96337643,2010,Japan,Benin,3610.76,31310,Fishing policy and admin. management
97233291,2010,Japan,Iraq,56358.8,11420,Higher education
97364089,2010,Japan,Nepal,534.51,74010,Disaster prevention and preparedness
95956663,2010,Sweden,Sri Lanka,1036820,72010,Emergency/distress relief
97409911,2010,Japan,Sri Lanka,18087,14040,River development
96404403,2010,Japan,Cambodia,221736,31120,Agricultural development
97470681,2010,Japan,Thailand,637085,21010,Transport policy & admin. management
97203634,2010,Japan,Indonesia,43009,41030,Bio-diversity
94627015,2010,Australia,Afghanistan,33181.5,43081,Multisector education/training
97225940,2010,Japan,Iran,116086,14010,Water resources policy/admin. mgmt
97304997,2010,Japan,Malawi,2804.69,33210,Tourism policy and admin. management
95970175,2010,Sweden,Viet Nam,1362420,41010,Environmental policy and admin. mgmt
97349794,2010,Japan,Mongolia,31701.9,24010,Financial policy & admin. management
97644556,2010,Japan,China,19842.6,33181,Trade education/training
95884253,2010,Sweden,Albania,81469.5,11120,Education facilities and training
97254820,2010,Japan,Kazakhstan,72281.5,16062,Statistical capacity building
96365016,2010,Japan,"Bilateral, unspecified",4229.12,31110,Agricultural policy & admin. mgmt
96443796,2010,Japan,China,15020.8,74010,Disaster prevention and preparedness
97127962,2010,Japan,Ethiopia,3654.93,15112,Decentralisation and support to subnational govt.
97061065,2010,Japan,Costa Rica,35632.8,43010,Multisector aid
97067003,2010,Japan,Costa Rica,361154,31110,Agricultural policy & admin. mgmt
97606047,2010,Japan,Guinea-Bissau,14906.8,33110,Trade policy and admin. management
97374461,2010,Japan,Pakistan,20825.4,16062,Statistical capacity building
96177202,2010,Japan,Honduras,28495.8,23040,Electrical transmission/distribution
94740890,2010,Australia,India,4862.64,31182,Agricultural research
97578897,2010,Japan,Zambia,115478,15112,Decentralisation and support to subnational govt.
97384005,2010,Japan,Paraguay,134018,41010,Environmental policy and admin. mgmt
97383299,2010,Japan,Paraguay,301957,15112,Decentralisation and support to subnational govt.
97078734,2010,Japan,Djibouti,110.421,13020,Reproductive health care
96308935,2010,Japan,Angola,18374,12250,Infectious disease control
96130060,2010,Japan,China,19116.3,12230,Basic health infrastructure
96188446,2010,Japan,Jordan,43583,12191,Medical services
95878404,2010,Sweden,"Bilateral, unspecified",45360.9,15240,Reintegration and salw control
97407281,2010,Japan,"South Asia, regional",83798.5,21020,Road transport
97286875,2010,Japan,Laos,5267.08,41010,Environmental policy and admin. mgmt
97406703,2010,Japan,South Africa,128939,13040,Std control including hiv/aids
96286617,2010,Japan,Afghanistan,7519.67,43030,Urban development and management
97347275,2010,Japan,Mongolia,99191.1,24010,Financial policy & admin. management
97375506,2010,Japan,Pakistan,14835.4,72050,Relief co-ordination; protection and support services
97569284,2010,Japan,Palestinian Adm. Areas,331.263,32161,Agro-industries
96119502,2010,Japan,Burkina Faso,38506.1,14031,Basic drinking water supply
95893996,2010,Sweden,"Bilateral, unspecified",34720.6,99820,Promotion of development awareness
97207955,2010,Japan,Indonesia,190454,31310,Fishing policy and admin. management
96219619,2010,Japan,Niger,1685340,12240,Basic nutrition
97539449,2010,Japan,Venezuela,53134.6,33210,Tourism policy and admin. management
97356385,2010,Japan,Mozambique,17877.2,31130,Agricultural land resources
95962465,2010,Sweden,Timor-Leste,1026.45,13040,Std control including hiv/aids
95961531,2010,Sweden,Thailand,35272.7,15150,Democratic participation and civil society
95900307,2010,Sweden,Bolivia,35272.7,15150,Democratic participation and civil society
95923958,2010,Sweden,Iraq,143172,24010,Financial policy & admin. management
97648026,2010,Japan,Mexico,19191.2,32182,Technological research & development
97366247,2010,Japan,Nepal,574951,12220,Basic health care
97564323,2010,Japan,Viet Nam,279862,25010,Business support services & institutions
96376170,2010,Japan,Bosnia-Herzegovina,44433.4,33210,Tourism policy and admin. management
97373338,2010,Japan,"Oceania, regional",13957.2,16010,Social/welfare services
95903363,2010,Sweden,Burkina Faso,16656.5,13040,Std control including hiv/aids
97626264,2010,Japan,Samoa,31536.2,11420,Higher education
97391060,2010,Japan,Philippines,5303560,16010,Social/welfare services
97340554,2010,Japan,"Micronesia, Federated States of",170523,16010,Social/welfare services
97098007,2010,Japan,Egypt,203936,13020,Reproductive health care
95952350,2010,Sweden,"South Asia, regional",793028,15160,Human rights
95971369,2010,Sweden,Palestinian Adm. Areas,666.806,12220,Basic health care
96136345,2010,Japan,China,97976.5,16061,Culture and recreation
97532833,2010,Japan,Uzbekistan,173052,25010,Business support services & institutions
97613739,2010,Japan,Madagascar,44532.8,33110,Trade policy and admin. management
95910322,2010,Sweden,"Congo, Dem. Rep.",9448.03,15220,"Civilian peace-building, conflict prevention and resolution"
95896773,2010,Sweden,"Bilateral, unspecified",469609,13040,Std control including hiv/aids
95890194,2010,Sweden,"Bilateral, unspecified",2203.25,91010,Administrative costs
95951406,2010,Sweden,South Africa,467548,25010,Business support services & institutions
96425741,2010,Japan,Chile,16640.4,12250,Infectious disease control
97185821,2010,Japan,India,2506.56,14022,Sanitation - large systems
97562874,2010,Japan,Viet Nam,66727.4,41010,Environmental policy and admin. mgmt
97393463,2010,Japan,Philippines,40833.7,12110,Health policy & admin. management
96128108,2010,Japan,Chile,3370690,72010,Emergency/distress relief
96126117,2010,Japan,Chad,3381590,72040,Emergency food aid
96431296,2010,Japan,China,39111.1,16020,Employment policy and admin. mgmt.
95957864,2010,Sweden,Sudan,2851260,15250,Land mine clearance
97153357,2010,Japan,Ghana,16287.1,15112,Decentralisation and support to subnational govt.
94828064,2010,Australia,"Oceania, regional",58481,15110,Public sector policy and adm. management
95979619,2010,Sweden,"Bilateral, unspecified",453609,41010,Environmental policy and admin. mgmt
97075416,2010,Japan,Cuba,18352,25010,Business support services & institutions
97502593,2010,Japan,Turkey,22227.7,14015,Water resources protection
97321498,2010,Japan,Malaysia,1193010,41030,Bio-diversity
97077261,2010,Japan,Djibouti,47735,24010,Financial policy & admin. management
97381370,2010,Japan,Papua New Guinea,67886.8,31210,Forestry policy & admin. management
97346333,2010,Japan,Mongolia,50407.2,22030,Radio/television/print media
94645702,2010,Australia,Bangladesh,137787,31182,Agricultural research
97600595,2010,Japan,China,1597280,32171,Engineering
97533992,2010,Japan,Uzbekistan,976629,24010,Financial policy & admin. management
95897762,2010,Sweden,"Bilateral, unspecified",12960.3,32182,Technological research & development
97351317,2010,Japan,Mongolia,60963.4,41030,Bio-diversity
95968648,2010,Sweden,Viet Nam,472168,15150,Democratic participation and civil society
97444276,2010,Japan,Tanzania,78321.6,22010,Communications policy & admin. mgmt
96249358,2010,Japan,Sudan,837435,15151,Elections
96045158,2010,Japan,"Asia, regional",241437,31140,Agricultural water resources
96321155,2010,Japan,Armenia,200723,43010,Multisector aid
97369212,2010,Japan,Nicaragua,20538.3,12250,Infectious disease control
97429568,2010,Japan,Syria,20737.1,41020,Biosphere protection
96262107,2010,Japan,Tonga,9551.41,11120,Education facilities and training
96272220,2010,Japan,Venezuela,15293.3,16061,Culture and recreation
96325450,2010,Japan,Bangladesh,28952.4,41010,Environmental policy and admin. mgmt
97149317,2010,Japan,Gabon,809463,31110,Agricultural policy & admin. mgmt
95975840,2010,Sweden,Zimbabwe,34992.7,72010,Emergency/distress relief
97299255,2010,Japan,Madagascar,18882,12250,Infectious disease control
96143682,2010,Japan,Costa Rica,88088.4,74010,Disaster prevention and preparedness
97632742,2010,Japan,Tuvalu,14906.8,33110,Trade policy and admin. management
96080770,2010,Japan,"Africa, regional",310173,31182,Agricultural research
97271166,2010,Japan,Kosovo,2109.04,15110,Public sector policy and adm. management
97634287,2010,Japan,Viet Nam,357422,33110,Trade policy and admin. management
97475583,2010,Japan,Timor-Leste,276.052,31210,Forestry policy & admin. management
97409812,2010,Japan,Sri Lanka,9882.67,43030,Urban development and management
97303105,2010,Japan,Malawi,29007.6,11220,Primary education
96134764,2010,Japan,China,108981,11220,Primary education
97413332,2010,Japan,Sudan,271823,31120,Agricultural development
96163821,2010,Japan,Gabon,7308610,23067,Solar energy
95954304,2010,Sweden,"South of Sahara, regional",71851.7,13040,Std control including hiv/aids
97381767,2010,Japan,Papua New Guinea,14608.7,16010,Social/welfare services
96439475,2010,Japan,China,15020.8,74010,Disaster prevention and preparedness
95882793,2010,Sweden,"Africa, regional",2592050,15160,Human rights
95937701,2010,Sweden,Niger,1296030,72040,Emergency food aid
96207904,2010,Japan,"Middle East, regional",459061,72050,Relief co-ordination; protection and support services
97228174,2010,Japan,Iran,2064.87,31210,Forestry policy & admin. management
95884029,2010,Sweden,Albania,3022080,16062,Statistical capacity building
96187125,2010,Japan,Iraq,80452.9,11120,Education facilities and training
96283085,2010,Japan,Yemen,102839,14031,Basic drinking water supply
97355536,2010,Japan,Morocco,397493,31110,Agricultural policy & admin. mgmt
95906908,2010,Sweden,"Central Asia, regional",33313.1,13040,Std control including hiv/aids
95916863,2010,Sweden,"Europe, regional",648013,15150,Democratic participation and civil society
97068037,2010,Japan,Cote D'Ivoire,375.431,24010,Financial policy & admin. management
95877744,2010,Sweden,"Bilateral, unspecified",53655.5,15220,"Civilian peace-building, conflict prevention and resolution"
96237142,2010,Japan,Philippines,65087.9,41050,Flood prevention/control
97066013,2010,Japan,Costa Rica,14595.4,74010,Disaster prevention and preparedness
97392832,2010,Japan,Philippines,1538.08,74010,Disaster prevention and preparedness
95959168,2010,Sweden,Tajikistan,5225.58,43081,Multisector education/training
97367217,2010,Japan,Nicaragua,525736,21020,Road transport
97241138,2010,Japan,Iraq,198482,12110,Health policy & admin. management
97629284,2010,Japan,Tajikistan,14906.8,33110,Trade policy and admin. management
97061244,2010,Japan,Costa Rica,42401.6,43040,Rural development
95961706,2010,Sweden,Thailand,13202.8,99810,Sectors not specified
94869122,2010,Australia,Papua New Guinea,36566.6,31192,Plant/post-harvest prot. & pest ctrl
96277063,2010,Japan,Viet Nam,150172,11110,Education policy & admin. management
97582312,2010,Japan,Zambia,1066060,12110,Health policy & admin. management
97597232,2010,Japan,Brazil,1177450,11420,Higher education
96361267,2010,Japan,"Bilateral, unspecified",69148.1,72050,Relief co-ordination; protection and support services
97195111,2010,Japan,Indonesia,16089.8,72050,Relief co-ordination; protection and support services
95932387,2010,Sweden,"Middle East, regional",30691.6,99810,Sectors not specified
97062067,2010,Japan,Costa Rica,25617.7,21040,Water transport
97252765,2010,Japan,Jordan,129469,25010,Business support services & institutions
96370140,2010,Japan,Bolivia,146451,12110,Health policy & admin. management
97629386,2010,Japan,Tanzania,196240,11420,Higher education
95886548,2010,Sweden,Bangladesh,816497,15160,Human rights
97203324,2010,Japan,Indonesia,40634.9,14021,Water supply - large systems
97272844,2010,Japan,Kyrgyz Republic,445582,11110,Education policy & admin. management
97197341,2010,Japan,Indonesia,66583.8,11330,Vocational training
96134949,2010,Japan,China,98170.1,11220,Primary education
96093167,2010,Japan,Belarus,109025,12230,Basic health infrastructure
97629620,2010,Japan,Tanzania,23773.6,13040,Std control including hiv/aids
94760368,2010,Australia,Indonesia,214064,31182,Agricultural research
97153122,2010,Japan,Georgia,302520,21020,Road transport
97369532,2010,Japan,Nicaragua,22.0842,31310,Fishing policy and admin. management
97295693,2010,Japan,"Macedonia, FYR",17590.1,11110,Education policy & admin. management
97348105,2010,Japan,Mongolia,7832.21,74010,Disaster prevention and preparedness
97122651,2010,Japan,Equatorial Guinea,11.0421,24010,Financial policy & admin. management
94909548,2010,Australia,Solomon Islands,7357.14,41040,Site preservation
95901154,2010,Sweden,Bolivia,9716.31,13040,Std control including hiv/aids
97414542,2010,Japan,Sudan,1360760,13020,Reproductive health care
96274039,2010,Japan,Viet Nam,107098,11220,Primary education
97125713,2010,Japan,Ethiopia,1530190,74010,Disaster prevention and preparedness
97374943,2010,Japan,Pakistan,386871,14021,Water supply - large systems
96417847,2010,Japan,Chile,398874,41010,Environmental policy and admin. mgmt
97209895,2010,Japan,Indonesia,93073.8,22010,Communications policy & admin. mgmt
96318133,2010,Japan,Argentina,4836.44,31195,Livestock/veterinary services
95934705,2010,Sweden,Mozambique,8294570,43040,Rural development
