aiddata_id,year,donor,recipient,commitment_amount_usd_constant,coalesced_purpose_code,coalesced_purpose_name
97579058,2010,Japan,Zambia,856988,31140,Agricultural water resources
97410761,2010,Japan,Sri Lanka,1481200,15110,Public sector policy and adm. management
97513873,2010,Japan,Uganda,14310.6,31110,Agricultural policy & admin. mgmt
96165072,2010,Japan,Georgia,105225,12230,Basic health infrastructure
95897650,2010,Sweden,"Bilateral, unspecified",1901920,43030,Urban development and management
96059940,2010,Japan,Afghanistan,1051280,15250,Land mine clearance
94862076,2010,Australia,Papua New Guinea,86084.5,31192,Plant/post-harvest prot. & pest ctrl
97403919,2010,Japan,Solomon Islands,261.801,74010,Disaster prevention and preparedness
96171632,2010,Japan,Guinea,5345100,72040,Emergency food aid
97352341,2010,Japan,Mongolia,88833.6,32110,Industrial policy & admin. mgmt
95881403,2010,Sweden,Iraq,7776.16,15151,Elections
97595315,2010,Japan,"Bilateral, unspecified",271636,32210,Mineral/mining policy & admin. mgmt
95881561,2010,Sweden,Moldova,1944.04,33110,Trade policy and admin. management
95912279,2010,Sweden,Croatia,71475.9,15110,Public sector policy and adm. management
95978951,2010,Sweden,Belarus,1219750,16061,Culture and recreation
96375435,2010,Japan,Bolivia,14663.9,32210,Mineral/mining policy & admin. mgmt
97408415,2010,Japan,Sri Lanka,20427.9,23030,Power generation/renewable sources
97588435,2010,Japan,Armenia,23475.5,15111,Public finance management
96408520,2010,Japan,Cambodia,121573,16010,Social/welfare services
97625404,2010,Japan,Philippines,1286700,32171,Engineering
96234585,2010,Japan,Peru,75271.6,12230,Basic health infrastructure
97630878,2010,Japan,Thailand,34296.7,11430,Advanced tech. & managerial training
97633835,2010,Japan,Uzbekistan,781460,11420,Higher education
97357744,2010,Japan,Mozambique,407586,31110,Agricultural policy & admin. mgmt
96334893,2010,Japan,Belize,11881.3,13040,Std control including hiv/aids
97158079,2010,Japan,Ghana,24425.1,31163,Livestock
96099258,2010,Japan,"Bilateral, unspecified",71972.4,16061,Culture and recreation
96144091,2010,Japan,Costa Rica,108986,14031,Basic drinking water supply
97335483,2010,Japan,Mexico,76422.3,41030,Bio-diversity
95954614,2010,Sweden,"South of Sahara, regional",95238.5,99810,Sectors not specified
97191474,2010,Japan,India,394589,31110,Agricultural policy & admin. mgmt
97370941,2010,Japan,Niger,169463,41010,Environmental policy and admin. mgmt
95916825,2010,Sweden,"Europe, regional",2592050,43010,Multisector aid
97420212,2010,Japan,Swaziland,12543.8,12250,Infectious disease control
96257323,2010,Japan,Thailand,118725,16061,Culture and recreation
94719978,2010,Australia,China,9482.91,33120,Trade facilitation
97443512,2010,Japan,Tanzania,2738.44,14040,River development
96194257,2010,Japan,Kyrgyz Republic,95348.5,11110,Education policy & admin. management
95876150,2010,Sweden,"Bilateral, unspecified",518411,33110,Trade policy and admin. management
96329404,2010,Japan,Bangladesh,1203.59,32163,Textiles - leather & substitutes
96296516,2010,Japan,Albania,33358.2,43010,Multisector aid
96255306,2010,Japan,Tanzania,77314.5,11330,Vocational training
96261346,2010,Japan,Togo,50465.8,11120,Education facilities and training
97359984,2010,Japan,Myanmar,1104.21,31163,Livestock
97608010,2010,Japan,Indonesia,12698.4,15111,Public finance management
97070802,2010,Japan,Croatia,24701.2,31110,Agricultural policy & admin. mgmt
95943610,2010,Sweden,Philippines,8553.78,99810,Sectors not specified
97134418,2010,Japan,Ethiopia,115147,12110,Health policy & admin. management
97499054,2010,Japan,Turkey,1136170,11330,Vocational training
97572435,2010,Japan,Yemen,13736.4,22030,Radio/television/print media
97368886,2010,Japan,Nicaragua,63723.9,33210,Tourism policy and admin. management
97581665,2010,Japan,Zambia,588665,11220,Primary education
97373514,2010,Japan,"Oceania, regional",22.0842,12110,Health policy & admin. management
97304409,2010,Japan,Malawi,11.0421,31163,Livestock
97356193,2010,Japan,Mozambique,25418.9,31140,Agricultural water resources
97382080,2010,Japan,Papua New Guinea,33.1263,41010,Environmental policy and admin. mgmt
97145986,2010,Japan,Fiji,60323,25010,Business support services & institutions
97511657,2010,Japan,Tuvalu,2290.76,74010,Disaster prevention and preparedness
96418624,2010,Japan,Chile,132627,24010,Financial policy & admin. management
97525922,2010,Japan,Uruguay,12853,24010,Financial policy & admin. management
96114530,2010,Japan,Brazil,104288,11240,Early childhood education
95912875,2010,Sweden,Egypt,4425.67,12220,Basic health care
95976025,2010,Sweden,Zimbabwe,414081,15150,Democratic participation and civil society
94742778,2010,Australia,India,189882,31182,Agricultural research
97070479,2010,Japan,Cote D'Ivoire,52670.8,31195,Livestock/veterinary services
97526052,2010,Japan,Uruguay,94178,25010,Business support services & institutions
97359955,2010,Japan,Myanmar,11572.1,31150,Agricultural inputs
97411361,2010,Japan,Sri Lanka,37797.1,31310,Fishing policy and admin. management
96291525,2010,Japan,"Africa, regional",27649.4,33110,Trade policy and admin. management
96153216,2010,Japan,El Salvador,19356.8,16061,Culture and recreation
94877160,2010,Australia,Philippines,49678.6,16010,Social/welfare services
94729092,2010,Australia,"Far East Asia, regional",1650620,15130,Legal and judicial development
96334221,2010,Japan,Belize,8292.61,23010,Energy policy and admin. management
96243197,2010,Japan,Serbia,107945,14050,Waste management/disposal
97294189,2010,Japan,Liberia,39111.1,14022,Sanitation - large systems
97621411,2010,Japan,Nigeria,224276,11420,Higher education
96310379,2010,Japan,Angola,22.0842,12220,Basic health care
96158771,2010,Japan,Ethiopia,109076,11120,Education facilities and training
96230139,2010,Japan,Palau,42976.2,14050,Waste management/disposal
96150795,2010,Japan,Dominican Republic,100706,12230,Basic health infrastructure
97386855,2010,Japan,Peru,86294,13020,Reproductive health care
97365997,2010,Japan,Nepal,31911.7,31120,Agricultural development
97088633,2010,Japan,Ecuador,31580.4,11330,Vocational training
97323213,2010,Japan,Maldives,7022.77,15110,Public sector policy and adm. management
97518359,2010,Japan,Uganda,55.2105,31210,Forestry policy & admin. management
97591452,2010,Japan,Belarus,201474,32171,Engineering
94908542,2010,Australia,Solomon Islands,3688.9,31161,Food crop production
97411145,2010,Japan,Sri Lanka,469433,21020,Road transport
97388307,2010,Japan,Peru,101459000,14031,Basic drinking water supply
97412171,2010,Japan,St. Lucia,46211.2,11220,Primary education
97430263,2010,Japan,Syria,1296890,31140,Agricultural water resources
95875144,2010,Sweden,"Africa, regional",116642,43030,Urban development and management
96344180,2010,Japan,Bhutan,325565,11110,Education policy & admin. management
96201673,2010,Japan,Malawi,53995,11120,Education facilities and training
96385293,2010,Japan,Brazil,1005600,14050,Waste management/disposal
96258775,2010,Japan,Thailand,96168.1,13040,Std control including hiv/aids
96272769,2010,Japan,Viet Nam,519542,43010,Multisector aid
96335928,2010,Japan,Belize,12035.9,33210,Tourism policy and admin. management
97289691,2010,Japan,Laos,810026,33110,Trade policy and admin. management
96425672,2010,Japan,Chile,105297,12110,Health policy & admin. management
96321633,2010,Japan,Armenia,72922,14021,Water supply - large systems
95926746,2010,Sweden,Kenya,27605.8,99810,Sectors not specified
97376477,2010,Japan,Pakistan,10523.1,31130,Agricultural land resources
95961607,2010,Sweden,Thailand,18289.5,43081,Multisector education/training
97521577,2010,Japan,Uganda,356560,12220,Basic health care
94769787,2010,Australia,Indonesia,13414.3,41030,Bio-diversity
97185128,2010,Japan,Honduras,69708.7,12110,Health policy & admin. management
96057902,2010,Japan,Afghanistan,6701280,16063,Narcotics control
96118134,2010,Japan,Burkina Faso,54268.8,11330,Vocational training
95923291,2010,Sweden,Indonesia,252725,43040,Rural development
96416345,2010,Japan,Chad,55.2105,13020,Reproductive health care
97257420,2010,Japan,Kenya,276.052,14040,River development
96444907,2010,Japan,China,5552.36,74010,Disaster prevention and preparedness
96051100,2010,Japan,Fiji,254752,31320,Fishery development
95954478,2010,Sweden,"South of Sahara, regional",19559.6,12220,Basic health care
97197971,2010,Japan,Indonesia,13327.8,31210,Forestry policy & admin. management
97153702,2010,Japan,Ghana,58986.9,32162,Forest industries
96065298,2010,Japan,Afghanistan,283634,12230,Basic health infrastructure
95891911,2010,Sweden,"Bilateral, unspecified",262725,43081,Multisector education/training
95960614,2010,Sweden,Tanzania,311046,43040,Rural development
96112658,2010,Japan,Brazil,105430,12191,Medical services
95898590,2010,Sweden,"Bilateral, unspecified",64796.9,99820,Promotion of development awareness
97155764,2010,Japan,Ghana,660660,31110,Agricultural policy & admin. mgmt
97565691,2010,Japan,Palestinian Adm. Areas,119210,31120,Agricultural development
97444743,2010,Japan,Tanzania,11296.1,32161,Agro-industries
97081819,2010,Japan,Dominican Republic,1910.28,31210,Forestry policy & admin. management
97210721,2010,Japan,Indonesia,63497.6,74010,Disaster prevention and preparedness
97359608,2010,Japan,Myanmar,9784.81,74010,Disaster prevention and preparedness
97375654,2010,Japan,Pakistan,23147.6,72050,Relief co-ordination; protection and support services
95895700,2010,Sweden,"Bilateral, unspecified",1060530,15153,Media and free flow of information
97634911,2010,Japan,Viet Nam,61095.9,16020,Employment policy and admin. mgmt.
95955846,2010,Sweden,"South of Sahara, regional",4701860,15150,Democratic participation and civil society
97539775,2010,Japan,Venezuela,17457.6,14040,River development
95889561,2010,Sweden,"Bilateral, unspecified",129603,41010,Environmental policy and admin. mgmt
97478675,2010,Japan,Tonga,117543,12110,Health policy & admin. management
95984676,2010,Sweden,Turkey,482997,16061,Culture and recreation
97290108,2010,Japan,Laos,58158.7,33210,Tourism policy and admin. management
96318760,2010,Japan,Argentina,144475,41030,Bio-diversity
97158947,2010,Japan,Ghana,58986.9,16062,Statistical capacity building
95886115,2010,Sweden,"Asia, regional",391971,15150,Democratic participation and civil society
95937912,2010,Sweden,Niger,911755,72050,Relief co-ordination; protection and support services
96394115,2010,Japan,Burkina Faso,271580,12110,Health policy & admin. management
95879578,2010,Sweden,"Bilateral, unspecified",648013,74010,Disaster prevention and preparedness
97615868,2010,Japan,Mali,28035.9,11420,Higher education
94624589,2010,Australia,Afghanistan,1844.45,31161,Food crop production
96085445,2010,Japan,Argentina,320.221,11110,Education policy & admin. management
95966436,2010,Sweden,Ukraine,259205,15150,Democratic participation and civil society
97440186,2010,Japan,Tajikistan,99964.1,14021,Water supply - large systems
96446633,2010,Japan,Colombia,78829.5,11110,Education policy & admin. management
96293836,2010,Japan,"Africa, regional",780985,23030,Power generation/renewable sources
97376390,2010,Japan,Pakistan,15238.1,23030,Power generation/renewable sources
97230960,2010,Japan,Iran,26671,74010,Disaster prevention and preparedness
96323700,2010,Japan,Azerbaijan,8159.46,74010,Disaster prevention and preparedness
97242293,2010,Japan,Jamaica,117742,22010,Communications policy & admin. mgmt
97568780,2010,Japan,Palestinian Adm. Areas,397.515,14021,Water supply - large systems
96320196,2010,Japan,Argentina,3787.44,11220,Primary education
96247027,2010,Japan,Sri Lanka,29504.5,11120,Education facilities and training
94712657,2010,Australia,China,36889,11420,Higher education
96044276,2010,Japan,"Asia, regional",363784,31195,Livestock/veterinary services
97382051,2010,Japan,Papua New Guinea,216072,13020,Reproductive health care
97351154,2010,Japan,Mongolia,11837.1,43010,Multisector aid
94642065,2010,Australia,"Asia, regional",62802.7,12281,Health personnel development
96273310,2010,Japan,Viet Nam,93148.2,11220,Primary education
97372833,2010,Japan,Nigeria,30939.9,15110,Public sector policy and adm. management
97051389,2010,Japan,Colombia,7917.18,16062,Statistical capacity building
96264631,2010,Japan,Uganda,97897.1,11120,Education facilities and training
96054638,2010,Japan,Thailand,178462,31181,Agricultural education/training
97462539,2010,Japan,Thailand,191624,12110,Health policy & admin. management
95887588,2010,Sweden,Bangladesh,11669.1,43081,Multisector education/training
96185894,2010,Japan,Iran,457180,16063,Narcotics control
95951655,2010,Sweden,"South America, regional",5865.98,43081,Multisector education/training
95946119,2010,Sweden,Serbia,1135320,15110,Public sector policy and adm. management
96273244,2010,Japan,Viet Nam,109018,11220,Primary education
96137596,2010,Japan,Colombia,108604,11120,Education facilities and training
95965424,2010,Sweden,Uganda,751061,15150,Democratic participation and civil society
97579648,2010,Japan,Zambia,121.463,31210,Forestry policy & admin. management
96252847,2010,Japan,Tajikistan,98764.2,31195,Livestock/veterinary services
96077614,2010,Japan,Afghanistan,763303,15250,Land mine clearance
97413790,2010,Japan,Sudan,11262.9,31195,Livestock/veterinary services
95909366,2010,Sweden,Colombia,62727.7,72010,Emergency/distress relief
96379277,2010,Japan,Botswana,20935.8,25010,Business support services & institutions
97366924,2010,Japan,Nepal,3875.78,14021,Water supply - large systems
97391095,2010,Japan,Philippines,77780.5,15130,Legal and judicial development
95970043,2010,Sweden,Viet Nam,10368.2,15153,Media and free flow of information
95944406,2010,Sweden,Rwanda,13157.3,24040,Informal/semi-formal fin. intermed.
97389803,2010,Japan,Philippines,39166.3,32161,Agro-industries
96286550,2010,Japan,Afghanistan,5225590,43010,Multisector aid
96269209,2010,Japan,Uzbekistan,107806,12191,Medical services
95961841,2010,Sweden,Thailand,2449.49,12220,Basic health care
95915020,2010,Sweden,Ethiopia,5482.19,24040,Informal/semi-formal fin. intermed.
97522677,2010,Japan,Ukraine,831238,21020,Road transport
97442228,2010,Japan,Tanzania,10015.2,14015,Water resources protection
96441560,2010,Japan,China,14900.8,74010,Disaster prevention and preparedness
97549488,2010,Japan,Viet Nam,207.259,74010,Disaster prevention and preparedness
97298864,2010,Japan,Madagascar,110929,13020,Reproductive health care
95929643,2010,Sweden,Malawi,1837510,15150,Democratic participation and civil society
97173319,2010,Japan,Guyana,36726,31120,Agricultural development
95939476,2010,Sweden,"North of Sahara, regional",699.854,12220,Basic health care
95899050,2010,Sweden,"Bilateral, unspecified",123581,12220,Basic health care
97410726,2010,Japan,Sri Lanka,9131.81,15110,Public sector policy and adm. management
97258065,2010,Japan,Kenya,15977.9,14015,Water resources protection
95941024,2010,Sweden,Pakistan,3369670,72040,Emergency food aid
96201819,2010,Japan,Malawi,53902.9,31161,Food crop production
96175541,2010,Japan,Haiti,2421660,15130,Legal and judicial development
96445649,2010,Japan,China,1161190,12250,Infectious disease control
97376564,2010,Japan,Pakistan,21216.8,74010,Disaster prevention and preparedness
96211170,2010,Japan,Montenegro,107477,14050,Waste management/disposal
97385730,2010,Japan,Peru,40590.7,33110,Trade policy and admin. management
94780695,2010,Australia,Kenya,4806.92,31182,Agricultural research
97369567,2010,Japan,Nicaragua,5200.83,31320,Fishery development
96288366,2010,Japan,Afghanistan,23983.4,22010,Communications policy & admin. mgmt
94792229,2010,Australia,Laos,120361,31182,Agricultural research
96079134,2010,Japan,"Africa, regional",105306,31182,Agricultural research
97273125,2010,Japan,Kyrgyz Republic,74401.6,15110,Public sector policy and adm. management
97085844,2010,Japan,Dominican Republic,33.1263,31110,Agricultural policy & admin. mgmt
95973242,2010,Sweden,Palestinian Adm. Areas,907219,16061,Culture and recreation
96088069,2010,Japan,"Asia, regional",43079.6,31182,Agricultural research
97595445,2010,Japan,"Bilateral, unspecified",196896,74010,Disaster prevention and preparedness
95928027,2010,Sweden,Lebanon,193791,15150,Democratic participation and civil society
96377580,2010,Japan,Botswana,9131.81,15130,Legal and judicial development
97543733,2010,Japan,Viet Nam,12400.3,24010,Financial policy & admin. management
97608792,2010,Japan,Indonesia,3003.45,11120,Education facilities and training
95962911,2010,Sweden,Togo,5038.95,15220,"Civilian peace-building, conflict prevention and resolution"
97301517,2010,Japan,Madagascar,31723.9,31310,Fishing policy and admin. management
96306659,2010,Japan,"America, regional",255658,12110,Health policy & admin. management
97126651,2010,Japan,Ethiopia,2528.64,32161,Agro-industries
97485254,2010,Japan,Tonga,25187,41010,Environmental policy and admin. mgmt
96154360,2010,Japan,Ecuador,104709,12230,Basic health infrastructure
97054690,2010,Japan,"Congo, Dem. Rep.",2067720,15210,Security system management and reform
95947529,2010,Sweden,Somalia,44043.3,15150,Democratic participation and civil society
95971655,2010,Sweden,Palestinian Adm. Areas,45360.9,15220,"Civilian peace-building, conflict prevention and resolution"
95947800,2010,Sweden,Somalia,120892,15150,Democratic participation and civil society
97329846,2010,Japan,Mauritania,2738.44,12110,Health policy & admin. management
96271093,2010,Japan,Vanuatu,102433,14031,Basic drinking water supply
97166429,2010,Japan,Guatemala,11572.1,11110,Education policy & admin. management
97382215,2010,Japan,Papua New Guinea,678857,43010,Multisector aid
95912032,2010,Sweden,Cote D'Ivoire,603348,72010,Emergency/distress relief
97480276,2010,Japan,Togo,20041.4,14040,River development
96170909,2010,Japan,Guatemala,102101,11220,Primary education
97275532,2010,Japan,Kyrgyz Republic,59329.2,41010,Environmental policy and admin. mgmt
94956131,2010,Australia,Viet Nam,7304.02,31382,Fishery research
97294539,2010,Japan,Liberia,158653,12110,Health policy & admin. management
96192205,2010,Japan,Kenya,39718.4,16061,Culture and recreation
96224616,2010,Japan,Nigeria,102443,11120,Education facilities and training
97074707,2010,Japan,Cuba,324737,31320,Fishery development
95950381,2010,Sweden,South Africa,35925.9,99810,Sectors not specified
97394472,2010,Japan,Philippines,850.853,74010,Disaster prevention and preparedness
95910756,2010,Sweden,"Congo, Dem. Rep.",3888080,24081,Education/trng in banking & fin. services
95929320,2010,Sweden,"Macedonia, FYR",1296030,31120,Agricultural development
97306478,2010,Japan,Malawi,32993.8,33210,Tourism policy and admin. management
96444580,2010,Japan,China,1214560,31120,Agricultural development
97503507,2010,Japan,Turkmenistan,183873,16010,Social/welfare services
97117020,2010,Japan,El Salvador,11251.9,12220,Basic health care
96395505,2010,Japan,Burundi,1009510,16010,Social/welfare services
95935030,2010,Sweden,Myanmar,2332850,72010,Emergency/distress relief
97390845,2010,Japan,Philippines,386904,16010,Social/welfare services
97359383,2010,Japan,Myanmar,941482,31320,Fishery development
95919268,2010,Sweden,Guatemala,121779,16062,Statistical capacity building
96254410,2010,Japan,Tajikistan,365172,16010,Social/welfare services
95929779,2010,Sweden,Malaysia,612373,43040,Rural development
96256104,2010,Japan,Tanzania,1435990,72050,Relief co-ordination; protection and support services
97345944,2010,Japan,Moldova,7784.68,31150,Agricultural inputs
95918771,2010,Sweden,Guatemala,1990.24,24040,Informal/semi-formal fin. intermed.
97356094,2010,Japan,Mozambique,436096,11320,Secondary education
97297099,2010,Japan,"Macedonia, FYR",103807,12110,Health policy & admin. management
96162403,2010,Japan,"Far East Asia, regional",49766.7,11110,Education policy & admin. management
97274995,2010,Japan,Kyrgyz Republic,37752.9,31320,Fishery development
97527337,2010,Japan,Uruguay,3919.94,41010,Environmental policy and admin. mgmt
97468914,2010,Japan,Thailand,65711.5,43082,Research/scientific institutions
97370229,2010,Japan,Niger,4306.42,31120,Agricultural development
97428110,2010,Japan,Syria,23365.1,23010,Energy policy and admin. management
95909726,2010,Sweden,Colombia,1587630,15220,"Civilian peace-building, conflict prevention and resolution"
97378126,2010,Japan,Pakistan,56647.2,74010,Disaster prevention and preparedness
97620361,2010,Japan,Nepal,5705020,11420,Higher education
97247110,2010,Japan,Jordan,463.768,14040,River development
95929878,2010,Sweden,Malaysia,22239.8,99810,Sectors not specified
97385390,2010,Japan,Peru,17191.6,74010,Disaster prevention and preparedness
96213189,2010,Japan,Myanmar,3919.94,31181,Agricultural education/training
96276972,2010,Japan,Viet Nam,151089,16061,Culture and recreation
95955399,2010,Sweden,"South of Sahara, regional",2940810,15160,Human rights
96227436,2010,Japan,Pakistan,512475,72010,Emergency/distress relief
97602929,2010,Japan,Cote D'Ivoire,16772.9,16020,Employment policy and admin. mgmt.
96086819,2010,Japan,Armenia,106640,11120,Education facilities and training
97443115,2010,Japan,Tanzania,55254.6,16010,Social/welfare services
97408938,2010,Japan,Sri Lanka,83191.1,31210,Forestry policy & admin. management
97457999,2010,Japan,Thailand,44168.4,31195,Livestock/veterinary services
96050336,2010,Japan,China,36726,31110,Agricultural policy & admin. mgmt
96253138,2010,Japan,Tajikistan,108750,11120,Education facilities and training
96359732,2010,Japan,"Bilateral, unspecified",211025,14021,Water supply - large systems
97158219,2010,Japan,Ghana,11428.6,33110,Trade policy and admin. management
96335135,2010,Japan,Belize,33.1263,14050,Waste management/disposal
97301334,2010,Japan,Madagascar,287.094,31163,Livestock
97237096,2010,Japan,Iraq,64077.3,31120,Agricultural development
97322024,2010,Japan,Malaysia,35577.6,32161,Agro-industries
95935739,2010,Sweden,Nepal,157389,15150,Democratic participation and civil society
96252157,2010,Japan,Tajikistan,14299.5,11130,Teacher training
96226141,2010,Japan,Pakistan,21061200,15220,"Civilian peace-building, conflict prevention and resolution"
97606346,2010,Japan,Honduras,45559.7,11420,Higher education
97639505,2010,Japan,Nepal,8944.1,24081,Education/trng in banking & fin. services
96316280,2010,Japan,Argentina,54448.6,32161,Agro-industries
97211509,2010,Japan,Indonesia,140433,43010,Multisector aid
96431471,2010,Japan,China,817.115,16030,Housing policy and admin. management
97359154,2010,Japan,Myanmar,20935.8,21050,Air transport
97378307,2010,Japan,Palau,171804,22010,Communications policy & admin. mgmt
96434644,2010,Japan,China,1287.19,72050,Relief co-ordination; protection and support services
97479036,2010,Japan,Timor-Leste,16309.2,41010,Environmental policy and admin. mgmt
95983062,2010,Sweden,Kosovo,66366.7,16061,Culture and recreation
96184383,2010,Japan,Indonesia,60930.3,16061,Culture and recreation
96418256,2010,Japan,Chile,14682.7,74010,Disaster prevention and preparedness
97177989,2010,Japan,Haiti,992486,15210,Security system management and reform
94942613,2010,Australia,Vanuatu,18783.6,15110,Public sector policy and adm. management
97522100,2010,Japan,Uganda,276505,32171,Engineering
97313432,2010,Japan,Malaysia,9463.08,14021,Water supply - large systems
96345732,2010,Japan,Bhutan,8436.16,14015,Water resources protection
97184278,2010,Japan,Honduras,48673.6,31150,Agricultural inputs
95931753,2010,Sweden,"Middle East, regional",281877,15150,Democratic participation and civil society
96394181,2010,Japan,Burkina Faso,154.589,12220,Basic health care
97400073,2010,Japan,Senegal,8789.51,31310,Fishing policy and admin. management
96445282,2010,Japan,China,57761.2,14010,Water resources policy/admin. mgmt
96084186,2010,Japan,Angola,108109,11330,Vocational training
97581500,2010,Japan,Zambia,85035.2,11110,Education policy & admin. management
97545668,2010,Japan,Viet Nam,635914,14021,Water supply - large systems
97289161,2010,Japan,Laos,451854,33210,Tourism policy and admin. management
97112066,2010,Japan,El Salvador,59229.8,25010,Business support services & institutions
95966562,2010,Sweden,Ukraine,95766.5,15150,Democratic participation and civil society
97370912,2010,Japan,Niger,97700.5,11110,Education policy & admin. management
94930876,2010,Australia,Timor-Leste,16646400,15130,Legal and judicial development
97399676,2010,Japan,Senegal,1382660,31110,Agricultural policy & admin. mgmt
96302195,2010,Japan,"America, regional",58501,13020,Reproductive health care
96335575,2010,Japan,Belize,44.1684,41010,Environmental policy and admin. mgmt
96191390,2010,Japan,Kenya,101597,14031,Basic drinking water supply
96044754,2010,Japan,"Asia, regional",1682250,31181,Agricultural education/training
96330708,2010,Japan,Bangladesh,1576370,43010,Multisector aid
97300073,2010,Japan,Madagascar,173052,16010,Social/welfare services
94725642,2010,Australia,"Far East Asia, regional",15585.6,21040,Water transport
97493239,2010,Japan,Tunisia,795340,14021,Water supply - large systems
97333719,2010,Japan,Mexico,441043,31120,Agricultural development
97122065,2010,Japan,El Salvador,50440.3,31120,Agricultural development
97525339,2010,Japan,Uruguay,96066.2,31310,Fishing policy and admin. management
96105464,2010,Japan,Bolivia,97173.5,16010,Social/welfare services
97155837,2010,Japan,Ghana,484792,25010,Business support services & institutions
95928820,2010,Sweden,Liberia,552107,15210,Security system management and reform
97500881,2010,Japan,Turkey,20019.3,14022,Sanitation - large systems
95942300,2010,Sweden,Peru,21107,43040,Rural development
95910074,2010,Sweden,"Congo, Dem. Rep.",3473350,72050,Relief co-ordination; protection and support services
97410426,2010,Japan,Sri Lanka,118747,31163,Livestock
94871975,2010,Australia,Philippines,66226.8,31320,Fishery development
97082611,2010,Japan,Dominican Republic,151685,16061,Culture and recreation
97283120,2010,Japan,Laos,344834,31210,Forestry policy & admin. management
95905226,2010,Sweden,Cambodia,284701,15150,Democratic participation and civil society
97474914,2010,Japan,Timor-Leste,386.473,41010,Environmental policy and admin. mgmt
97183962,2010,Japan,Honduras,13957.2,25010,Business support services & institutions
95917794,2010,Sweden,Georgia,2916060,15150,Democratic participation and civil society
95960577,2010,Sweden,Tanzania,12109.6,43081,Multisector education/training
96388880,2010,Japan,Brazil,353678,43010,Multisector aid
97075181,2010,Japan,Cuba,106534,31120,Agricultural development
96202294,2010,Japan,Malawi,593621,12261,Health education
97126445,2010,Japan,Ethiopia,81888.2,33110,Trade policy and admin. management
97360660,2010,Japan,Myanmar,377651,31110,Agricultural policy & admin. mgmt
97446852,2010,Japan,Tanzania,25728.1,11220,Primary education
96342045,2010,Japan,Bhutan,191944,74010,Disaster prevention and preparedness
95914175,2010,Sweden,El Salvador,12492.4,13040,Std control including hiv/aids
95909230,2010,Sweden,Colombia,27601.5,43040,Rural development
95945300,2010,Sweden,Serbia,15986.2,15150,Democratic participation and civil society
95911809,2010,Sweden,"Congo, Rep.",12669.3,13040,Std control including hiv/aids
96081884,2010,Japan,Albania,82356.3,11120,Education facilities and training
96343943,2010,Japan,Bhutan,22404.4,12110,Health policy & admin. management
97351352,2010,Japan,Mongolia,1777.78,41030,Bio-diversity
97401328,2010,Japan,Serbia,630758,25010,Business support services & institutions
96382137,2010,Japan,Brazil,372980,31120,Agricultural development
97590887,2010,Japan,Bangladesh,7685.3,15130,Legal and judicial development
95904890,2010,Sweden,Cambodia,39674.9,43081,Multisector education/training
94953550,2010,Australia,Viet Nam,61414.2,31320,Fishery development
97359030,2010,Japan,Myanmar,6735.68,24010,Financial policy & admin. management
97259632,2010,Japan,Kenya,17104.3,74010,Disaster prevention and preparedness
97458841,2010,Japan,Thailand,150217,12110,Health policy & admin. management
96178059,2010,Japan,Honduras,65350.9,11120,Education facilities and training
97391657,2010,Japan,Philippines,48231.9,14050,Waste management/disposal
97403015,2010,Japan,Sierra Leone,3367.84,12110,Health policy & admin. management
95889884,2010,Sweden,"Bilateral, unspecified",506746,72050,Relief co-ordination; protection and support services
96209704,2010,Japan,Mongolia,93815.7,11120,Education facilities and training
96313730,2010,Japan,Antigua & Barbuda,18672.2,16010,Social/welfare services
97352920,2010,Japan,Mongolia,1048120,43030,Urban development and management
97381579,2010,Japan,Papua New Guinea,36737,12250,Infectious disease control
97333791,2010,Japan,Mexico,21156.7,31120,Agricultural development
96192055,2010,Japan,Kenya,5454180,72010,Emergency/distress relief
97412664,2010,Japan,St. Lucia,22373.1,74010,Disaster prevention and preparedness
97189826,2010,Japan,India,89330.5,12110,Health policy & admin. management
97552889,2010,Japan,Viet Nam,156996,31120,Agricultural development
97410885,2010,Japan,Sri Lanka,133168,11110,Education policy & admin. management
95961198,2010,Sweden,Tanzania,27758.6,15150,Democratic participation and civil society
94775110,2010,Australia,Indonesia,36015.4,21040,Water transport
97491049,2010,Japan,Tunisia,166471,43082,Research/scientific institutions
97346267,2010,Japan,Mongolia,18197.4,22010,Communications policy & admin. mgmt
97379460,2010,Japan,Panama,251340,11110,Education policy & admin. management
97145049,2010,Japan,Fiji,161976,31310,Fishing policy and admin. management
96444807,2010,Japan,China,267451,31163,Livestock
97335410,2010,Japan,Mexico,3677.02,41030,Bio-diversity
97488797,2010,Japan,Tunisia,4979.98,13020,Reproductive health care
96223472,2010,Japan,Nicaragua,105618,11120,Education facilities and training
95948147,2010,Sweden,Somalia,64801.3,15150,Democratic participation and civil society
95930338,2010,Sweden,Mali,7675.07,24040,Informal/semi-formal fin. intermed.
96327592,2010,Japan,Bangladesh,190576,32171,Engineering
97179422,2010,Japan,Haiti,26420.1,72050,Relief co-ordination; protection and support services
97546108,2010,Japan,Viet Nam,397692,14022,Sanitation - large systems
97108726,2010,Japan,Egypt,92543.8,32163,Textiles - leather & substitutes
96208195,2010,Japan,Moldova,74981.4,12230,Basic health infrastructure
97439011,2010,Japan,Tajikistan,34550.7,24010,Financial policy & admin. management
97418628,2010,Japan,Swaziland,22.0842,24010,Financial policy & admin. management
